UserID,Age,Income,Occupation,Education,Location,BrandPreference,CurrentPhone,PurchaseIntent,PurchaseTimeframe,FeaturesImportant,OnlineActivity,PreviousPurchases,PromotionResponse,Target
252,45,92912,Engineer,Bachelor,Hyderabad,Samsung,Samsung S9,No,,Design,Medium,0,Yes,0
253,44,114021,Teacher,PhD,Hyderabad,OnePlus,OnePlus 7,No,,Battery;Design,Medium,2,No,0
254,34,34138,Engineer,Bachelor,Lucknow,Apple,iPhone XR,Yes,2 months,Battery,Low,4,Yes,0
255,28,103788,Teacher,PhD,Lucknow,Samsung,Samsung S20,No,,Price;Camera,High,2,Yes,0
256,20,30869,Engineer,PhD,Ahmedabad,OnePlus,OnePlus 8,Yes,,Price,Medium,0,No,0
257,54,116664,Teacher,PhD,Chennai,Apple,iPhone XR,No,,Camera,Medium,3,Yes,0
258,32,77195,Teacher,Master,Kolkata,OnePlus,OnePlus 8,Yes,3 months,Camera;Performance,High,0,No,1
259,18,97173,Doctor,Bachelor,Chennai,Samsung,Samsung S10,No,,Performance;Battery,Medium,3,Yes,0
260,21,32187,Student,PhD,Ahmedabad,Apple,iPhone 12,Yes,,Battery;Price,Medium,4,Yes,1
261,59,91753,Sales,Bachelor,Mumbai,Realme,Realme 7,Yes,6 months,Price,High,3,No,0
262,39,89848,Designer,PhD,Chennai,Realme,Realme 8,No,,Performance,High,4,No,0
263,35,43917,Doctor,Master,Mumbai,Samsung,Samsung S10,Yes,,Camera;Performance,Medium,1,No,1
264,31,99166,Doctor,PhD,Bengaluru,Xiaomi,Xiaomi Mi 10,No,,Performance,High,2,No,0
265,59,38640,Designer,Master,Pune,OnePlus,OnePlus 7,No,,Battery;Camera,Medium,4,Yes,0
266,46,67158,Lawyer,Master,Mumbai,Realme,Realme 7,No,,Design,High,0,No,0
267,20,70142,Designer,Bachelor,Lucknow,Xiaomi,Xiaomi Mi 10,Yes,,Price;Battery,High,2,Yes,1
268,24,30717,Designer,PhD,Bengaluru,Apple,iPhone XR,No,,Performance,Medium,1,No,0
269,19,107535,Lawyer,Master,Kolkata,Xiaomi,Xiaomi Redmi 9,No,,Battery;Price,Low,1,No,0
270,32,79683,Lawyer,Bachelor,Lucknow,Realme,Realme 7,Yes,3 months,Camera;Performance,Medium,3,Yes,1
271,49,38026,Doctor,PhD,Pune,Samsung,Samsung S9,Yes,,Price,Medium,4,Yes,1
272,34,74386,Designer,PhD,Delhi,Xiaomi,Xiaomi Redmi 9,Yes,3 months,Battery;Design,Medium,1,No,1
273,39,86233,Student,Master,Kolkata,OnePlus,OnePlus 7,Yes,2 months,Design;Camera,Medium,1,No,1
274,43,34886,Teacher,Master,Mumbai,Samsung,Samsung S20,No,,Price,High,4,No,0
275,30,96458,Student,PhD,Kolkata,Apple,iPhone 12,No,,Battery,Low,3,No,0
276,37,30203,Engineer,Bachelor,Chennai,Realme,Realme 7,No,,Camera,High,0,No,0
277,57,108278,Lawyer,Bachelor,Kolkata,Apple,iPhone 11,No,,Camera,High,3,Yes,0
278,48,104842,Lawyer,Bachelor,Lucknow,OnePlus,OnePlus 7,No,,Battery,Low,2,No,0
279,28,44334,Student,Bachelor,Bengaluru,Apple,iPhone XR,No,,Performance;Camera,Medium,4,Yes,0
280,36,106312,Student,Bachelor,Bengaluru,OnePlus,OnePlus 8,No,,Battery,High,1,Yes,0
281,22,98798,Manager,Bachelor,Bengaluru,Realme,Realme 8,No,,Price;Design,Medium,2,No,0
282,44,76646,Doctor,Master,Ahmedabad,OnePlus,OnePlus 7,No,,Battery,Medium,1,No,0
283,18,94575,Sales,Bachelor,Ahmedabad,Xiaomi,Xiaomi Mi 10,No,,Performance,Low,1,No,0
284,32,116795,Lawyer,Master,Hyderabad,OnePlus,OnePlus 8,No,,Price,Medium,1,No,0
285,57,106949,Student,Bachelor,Ahmedabad,Apple,iPhone 11,No,,Camera;Design,Medium,4,No,0
286,44,118151,Lawyer,PhD,Jaipur,OnePlus,OnePlus 9,Yes,,Battery,High,3,Yes,1
287,29,108768,Engineer,Master,Bengaluru,OnePlus,OnePlus 8,Yes,2 months,Camera;Design,High,3,Yes,1
288,54,95149,Engineer,PhD,Ahmedabad,OnePlus,OnePlus 8,No,,Camera,Medium,4,Yes,0
289,53,74825,Doctor,PhD,Pune,Apple,iPhone 12,Yes,6 months,Camera;Price,Medium,2,Yes,1
290,40,49520,Sales,PhD,Lucknow,Samsung,Samsung S20,Yes,3 months,Price,High,0,No,1
291,56,73856,Lawyer,Bachelor,Ahmedabad,Xiaomi,Xiaomi Mi 10,Yes,6 months,Performance;Design,Medium,0,No,1
292,56,74739,Manager,Bachelor,Ahmedabad,Realme,Realme 7,No,,Design,Medium,3,No,0
293,25,78920,Designer,PhD,Kolkata,Xiaomi,Xiaomi Redmi 9,Yes,2 months,Camera,High,0,No,1
294,27,116402,Lawyer,PhD,Mumbai,OnePlus,OnePlus 9,No,,Battery,Low,4,No,0
295,56,50862,Doctor,Bachelor,Lucknow,Apple,iPhone XR,No,,Performance,Medium,0,Yes,0
296,25,101386,Designer,PhD,Ahmedabad,OnePlus,OnePlus 8,No,,Battery,Low,1,No,0
297,34,82509,Sales,Bachelor,Pune,Realme,Realme 8,No,,Design,Low,0,No,0
298,32,61923,Teacher,PhD,Chennai,Xiaomi,Xiaomi Mi 10,No,,Performance;Design,High,2,Yes,0
299,26,66639,Sales,Bachelor,Jaipur,Samsung,Samsung S20,Yes,3 months,Performance;Camera,Medium,0,Yes,1
300,38,99460,Lawyer,PhD,Ahmedabad,Apple,iPhone 11,Yes,,Battery;Performance,Medium,0,Yes,1
301,57,64642,Sales,PhD,Mumbai,OnePlus,OnePlus 8,Yes,,Camera,High,3,No,1
302,49,65944,Student,PhD,Bengaluru,Apple,iPhone 12,Yes,3 months,Design;Price,High,3,Yes,1
303,21,50389,Student,PhD,Jaipur,Xiaomi,Xiaomi Redmi 9,Yes,,Camera,Medium,1,No,1
304,57,74041,Manager,PhD,Ahmedabad,Realme,Realme 7,No,,Design;Battery,High,3,Yes,0
305,51,48782,Teacher,PhD,Hyderabad,Samsung,Samsung S10,Yes,2 months,Price;Battery,Low,4,No,1
306,32,70953,Teacher,Master,Hyderabad,Samsung,Samsung S9,No,,Performance;Price,Medium,3,No,0
307,38,43026,Doctor,PhD,Bengaluru,Apple,iPhone 11,Yes,1 month,Design,Medium,4,Yes,0
308,46,106996,Engineer,PhD,Pune,Samsung,Samsung S20,No,,Camera;Battery,High,4,Yes,0
309,45,99497,Doctor,Bachelor,Delhi,Apple,iPhone XR,Yes,1 month,Battery,Low,4,No,1
310,59,102373,Teacher,Bachelor,Mumbai,OnePlus,OnePlus 7,No,,Performance;Price,Low,0,Yes,0
311,23,91602,Doctor,Master,Ahmedabad,Realme,Realme 7,No,,Battery,Low,3,Yes,0
312,39,95942,Engineer,Master,Lucknow,Realme,Realme 8,No,,Camera;Design,Medium,0,No,0
313,30,90294,Lawyer,PhD,Bengaluru,OnePlus,OnePlus 9,No,,Camera,High,3,No,0
314,34,80225,Engineer,PhD,Hyderabad,Realme,Realme 8,No,,Battery;Camera,Low,2,Yes,0
315,33,92653,Student,Bachelor,Lucknow,Xiaomi,Xiaomi Mi 10,No,,Performance,Low,4,No,0
316,24,66343,Student,PhD,Delhi,Apple,iPhone XR,No,,Camera,Medium,4,Yes,0
317,51,67034,Doctor,Bachelor,Delhi,Realme,Realme 8,No,,Performance;Price,Medium,1,No,0
318,57,101545,Lawyer,Bachelor,Chennai,Apple,iPhone 11,Yes,1 month,Design,Medium,3,Yes,1
319,49,79877,Lawyer,Master,Bengaluru,Samsung,Samsung S10,No,,Performance,High,3,No,0
320,50,92993,Engineer,PhD,Jaipur,Samsung,Samsung S20,Yes,,Camera,High,1,Yes,1
321,42,31609,Doctor,Master,Jaipur,Apple,iPhone 11,Yes,1 month,Camera;Design,Low,2,No,0
322,24,115712,Lawyer,Master,Pune,Xiaomi,Xiaomi Redmi 9,No,,Battery;Performance,Medium,4,No,0
323,33,77365,Engineer,PhD,Lucknow,Xiaomi,Xiaomi Mi 10,Yes,,Design;Camera,Medium,3,Yes,0
324,34,76142,Designer,Bachelor,Ahmedabad,Xiaomi,Xiaomi Redmi 9,Yes,1 month,Design;Price,High,1,No,0
325,54,118860,Manager,PhD,Hyderabad,Xiaomi,Xiaomi Redmi 9,Yes,2 months,Performance,High,3,Yes,1
326,35,69876,Doctor,Master,Bengaluru,Apple,iPhone XR,Yes,,Camera;Battery,Low,2,Yes,1
327,32,93928,Student,Bachelor,Hyderabad,Apple,iPhone 11,Yes,,Camera,Low,1,Yes,1
328,48,105910,Student,PhD,Lucknow,OnePlus,OnePlus 7,No,,Performance,Medium,3,Yes,0
329,19,68751,Lawyer,Master,Delhi,Realme,Realme 7,No,,Performance,Medium,1,Yes,0
330,34,119312,Manager,Bachelor,Chennai,Apple,iPhone 12,Yes,,Camera;Performance,Low,2,No,1
331,59,114762,Engineer,Master,Pune,Samsung,Samsung S10,No,,Price;Design,Low,3,No,0
332,50,63783,Engineer,Master,Lucknow,Realme,Realme 8,Yes,,Design;Camera,High,1,No,1
333,26,51067,Teacher,Bachelor,Lucknow,Samsung,Samsung S10,No,,Design,Medium,2,No,0
334,31,37452,Sales,Bachelor,Hyderabad,Realme,Realme 7,No,,Camera;Price,High,3,Yes,0
335,23,109267,Doctor,Master,Hyderabad,Samsung,Samsung S9,No,,Performance;Camera,Low,2,Yes,0
336,22,106436,Lawyer,PhD,Delhi,Xiaomi,Xiaomi Mi 10,No,,Camera,High,0,No,0
337,51,73116,Manager,PhD,Ahmedabad,OnePlus,OnePlus 8,Yes,1 month,Performance,Low,4,No,1
338,26,78924,Doctor,PhD,Jaipur,Apple,iPhone XR,No,,Battery,Medium,2,No,0
339,41,34042,Designer,Master,Lucknow,OnePlus,OnePlus 8,No,,Design,Medium,4,No,0
340,25,84383,Manager,Bachelor,Bengaluru,Xiaomi,Xiaomi Redmi 9,No,,Price;Battery,High,3,Yes,0
341,36,37130,Designer,PhD,Jaipur,Xiaomi,Xiaomi Mi 10,No,,Camera,Low,1,Yes,0
342,30,43331,Lawyer,PhD,Delhi,OnePlus,OnePlus 9,No,,Design;Camera,High,1,Yes,0
343,23,34837,Engineer,Master,Mumbai,OnePlus,OnePlus 9,Yes,,Performance,Low,1,No,1
344,54,63367,Lawyer,Bachelor,Jaipur,Realme,Realme 8,Yes,,Battery;Design,Medium,2,Yes,1
345,40,115489,Student,PhD,Jaipur,Apple,iPhone XR,Yes,3 months,Performance;Design,Medium,3,Yes,1
346,42,30946,Doctor,Master,Chennai,Xiaomi,Xiaomi Mi 10,Yes,,Performance;Price,Low,0,No,1
347,55,52490,Student,Bachelor,Mumbai,Xiaomi,Xiaomi Redmi 9,No,,Design;Battery,Low,0,Yes,0
348,26,99922,Lawyer,Bachelor,Ahmedabad,OnePlus,OnePlus 8,No,,Design,Medium,3,No,0
349,52,104286,Manager,PhD,Hyderabad,Realme,Realme 7,No,,Design;Camera,High,2,No,0
350,29,69133,Student,Master,Lucknow,Realme,Realme 7,No,,Camera,Low,3,Yes,0
351,39,54594,Designer,Master,Chennai,Samsung,Samsung S10,No,,Price,Medium,4,Yes,0
352,46,31184,Manager,Master,Chennai,Apple,iPhone 12,Yes,1 month,Design,High,3,Yes,0
353,21,71850,Teacher,Bachelor,Pune,Realme,Realme 8,No,,Design;Performance,Low,2,No,0
354,31,101334,Student,PhD,Delhi,Samsung,Samsung S9,Yes,,Price,High,2,No,1
355,46,81322,Sales,PhD,Bengaluru,Apple,iPhone XR,Yes,1 month,Battery,Medium,1,Yes,1
356,38,112476,Lawyer,PhD,Bengaluru,Samsung,Samsung S10,No,,Performance,Medium,3,Yes,0
357,33,39837,Lawyer,Bachelor,Jaipur,Apple,iPhone XR,Yes,1 month,Battery;Price,High,4,No,1
358,30,95066,Doctor,Master,Jaipur,Xiaomi,Xiaomi Redmi 9,Yes,,Price,Low,1,Yes,0
359,23,109823,Lawyer,PhD,Chennai,Samsung,Samsung S10,No,,Performance;Camera,Medium,3,Yes,0
360,28,51650,Manager,PhD,Chennai,Apple,iPhone 11,No,,Battery,Medium,2,Yes,0
361,45,113232,Manager,PhD,Hyderabad,Realme,Realme 8,Yes,,Design;Camera,Medium,3,No,1
362,52,50923,Designer,Master,Ahmedabad,Xiaomi,Xiaomi Redmi 9,No,,Design,Medium,2,No,0
363,40,31375,Doctor,Bachelor,Pune,Samsung,Samsung S9,No,,Performance,High,2,Yes,0
364,37,59320,Designer,Bachelor,Jaipur,Realme,Realme 8,No,,Performance,Low,4,Yes,0
365,45,53464,Teacher,Bachelor,Lucknow,Apple,iPhone XR,No,,Price,Medium,1,No,0
366,52,113168,Lawyer,PhD,Pune,Samsung,Samsung S9,Yes,2 months,Battery,High,2,No,1
367,46,76994,Sales,PhD,Jaipur,OnePlus,OnePlus 7,No,,Design,Medium,4,No,0
368,38,101289,Doctor,Bachelor,Delhi,Apple,iPhone 11,No,,Design;Price,Medium,3,No,0
369,26,76216,Teacher,Bachelor,Bengaluru,Samsung,Samsung S9,No,,Performance;Camera,High,1,No,0
370,48,30066,Lawyer,PhD,Jaipur,Realme,Realme 7,Yes,1 month,Price,Medium,3,No,0
371,19,62567,Student,PhD,Delhi,Realme,Realme 7,Yes,3 months,Design,Medium,0,Yes,0
372,56,30731,Teacher,PhD,Kolkata,OnePlus,OnePlus 8,Yes,2 months,Performance;Camera,Low,0,Yes,0
373,52,44605,Engineer,PhD,Kolkata,Xiaomi,Xiaomi Redmi 9,Yes,,Camera;Design,Medium,2,No,1
374,30,63798,Manager,Master,Pune,Xiaomi,Xiaomi Redmi 9,No,,Performance;Price,Medium,2,No,0
375,51,43386,Doctor,Bachelor,Bengaluru,Apple,iPhone XR,No,,Camera,Low,2,No,0
376,18,32716,Sales,Master,Hyderabad,OnePlus,OnePlus 9,No,,Performance,High,3,Yes,0
377,28,68185,Designer,Bachelor,Pune,Xiaomi,Xiaomi Redmi 9,No,,Performance,High,3,No,0
378,52,103843,Doctor,PhD,Mumbai,Xiaomi,Xiaomi Mi 10,Yes,,Camera;Design,Medium,1,No,1
379,20,116717,Sales,Bachelor,Jaipur,Apple,iPhone XR,Yes,1 month,Performance,Low,0,Yes,1
380,24,35596,Sales,PhD,Jaipur,OnePlus,OnePlus 8,No,,Price,Medium,4,No,0
381,52,58132,Lawyer,Master,Lucknow,Samsung,Samsung S20,No,,Design;Price,Medium,0,No,0
382,22,119156,Student,PhD,Jaipur,Realme,Realme 8,No,,Performance;Price,High,1,Yes,0
383,55,73258,Doctor,Bachelor,Pune,Samsung,Samsung S20,No,,Price;Battery,Low,2,No,0
384,45,40345,Engineer,PhD,Hyderabad,Xiaomi,Xiaomi Mi 10,Yes,2 months,Design;Price,Low,4,No,1
385,59,76032,Sales,Master,Delhi,OnePlus,OnePlus 8,No,,Camera;Battery,Medium,1,No,0
386,46,82116,Teacher,Master,Jaipur,OnePlus,OnePlus 9,No,,Camera,High,0,Yes,0
387,24,62574,Engineer,PhD,Bengaluru,Realme,Realme 8,No,,Performance;Battery,Low,1,Yes,0
388,34,57094,Engineer,PhD,Ahmedabad,OnePlus,OnePlus 9,Yes,1 month,Price,High,4,Yes,1
389,38,104219,Manager,Bachelor,Kolkata,Apple,iPhone XR,No,,Battery;Design,High,3,No,0
390,32,69725,Designer,Master,Delhi,OnePlus,OnePlus 8,Yes,3 months,Camera,Medium,0,Yes,1
391,23,60930,Teacher,Master,Mumbai,Apple,iPhone XR,No,,Performance;Design,Medium,2,No,0
392,19,109737,Engineer,PhD,Kolkata,Realme,Realme 8,No,,Performance,Medium,2,No,0
393,48,73601,Manager,PhD,Jaipur,Samsung,Samsung S9,Yes,,Camera,Medium,4,Yes,1
394,27,115998,Teacher,PhD,Ahmedabad,Samsung,Samsung S20,No,,Price;Design,High,1,Yes,0
395,24,45630,Engineer,PhD,Kolkata,Apple,iPhone XR,No,,Battery,Medium,4,No,0
396,50,61376,Lawyer,Bachelor,Jaipur,Apple,iPhone XR,Yes,,Price;Battery,High,1,No,1
397,46,62919,Teacher,Bachelor,Mumbai,Apple,iPhone 11,Yes,,Price;Performance,Low,3,No,0
398,26,107004,Sales,PhD,Chennai,OnePlus,OnePlus 8,No,,Camera,Medium,4,Yes,0
399,50,41049,Manager,Bachelor,Mumbai,Xiaomi,Xiaomi Redmi 9,Yes,,Performance,Medium,3,No,0
400,18,45896,Teacher,Master,Lucknow,Realme,Realme 7,Yes,,Design;Performance,Low,0,No,1
401,20,101091,Student,Bachelor,Lucknow,OnePlus,OnePlus 8,No,,Design;Price,Medium,1,No,0
402,38,102603,Lawyer,Master,Lucknow,Samsung,Samsung S20,Yes,,Camera;Design,Medium,3,No,0
403,31,98367,Manager,Master,Kolkata,Realme,Realme 8,Yes,1 month,Design;Camera,Medium,2,Yes,0
404,54,47199,Sales,PhD,Chennai,OnePlus,OnePlus 9,No,,Battery;Performance,Low,2,Yes,0
405,34,76233,Designer,Bachelor,Jaipur,OnePlus,OnePlus 8,No,,Camera;Battery,Low,1,No,0
406,51,33240,Teacher,Master,Mumbai,Samsung,Samsung S20,Yes,6 months,Price;Design,Medium,0,No,0
407,19,98619,Engineer,Master,Pune,Realme,Realme 7,No,,Design,Low,3,No,0
408,27,59140,Student,Bachelor,Lucknow,Xiaomi,Xiaomi Redmi 9,No,,Price;Performance,Low,3,No,0
409,24,61624,Engineer,Master,Kolkata,Realme,Realme 8,Yes,,Performance;Price,High,2,Yes,0
410,23,115844,Engineer,Master,Delhi,Samsung,Samsung S20,No,,Price;Design,Low,0,No,0
411,49,76825,Teacher,Bachelor,Delhi,Apple,iPhone XR,Yes,,Performance,Low,4,Yes,1
412,35,70701,Lawyer,Bachelor,Chennai,Apple,iPhone 12,No,,Camera,Medium,4,No,0
413,21,57689,Manager,Master,Chennai,OnePlus,OnePlus 8,No,,Price;Design,Low,1,No,0
414,22,107209,Doctor,Master,Bengaluru,Realme,Realme 7,No,,Camera,High,3,No,0
415,30,77588,Doctor,Master,Chennai,Apple,iPhone 11,No,,Battery;Design,Medium,2,No,0
416,30,51672,Designer,Master,Pune,Apple,iPhone 12,No,,Camera;Battery,Low,0,Yes,0
417,43,116436,Sales,Bachelor,Chennai,Realme,Realme 7,No,,Camera,Medium,3,No,0
418,48,86116,Teacher,Bachelor,Lucknow,Realme,Realme 8,No,,Price;Battery,Medium,3,No,0
419,22,57105,Doctor,Master,Delhi,Apple,iPhone XR,No,,Camera;Design,Medium,0,No,0
420,27,76762,Engineer,PhD,Kolkata,Realme,Realme 7,Yes,2 months,Camera;Design,High,0,Yes,1
421,54,72292,Teacher,PhD,Bengaluru,Samsung,Samsung S20,Yes,6 months,Performance,High,1,No,1
422,51,49177,Engineer,PhD,Lucknow,Samsung,Samsung S20,Yes,6 months,Performance;Price,High,3,No,1
423,24,48646,Teacher,Bachelor,Ahmedabad,OnePlus,OnePlus 9,No,,Design;Price,Medium,4,No,0
424,21,45823,Lawyer,Master,Hyderabad,OnePlus,OnePlus 8,No,,Design;Performance,Low,4,Yes,0
425,48,119131,Sales,Master,Delhi,Realme,Realme 8,Yes,,Performance,High,2,Yes,1
426,53,63635,Student,PhD,Delhi,Samsung,Samsung S9,Yes,,Price,Low,4,Yes,1
427,44,64235,Lawyer,PhD,Chennai,Samsung,Samsung S9,Yes,2 months,Battery,Low,3,No,1
428,36,94817,Engineer,Bachelor,Ahmedabad,Samsung,Samsung S10,No,,Price,High,0,No,0
429,44,109380,Student,PhD,Ahmedabad,Xiaomi,Xiaomi Mi 10,No,,Price,Medium,0,Yes,0
430,50,88560,Designer,PhD,Lucknow,Realme,Realme 7,Yes,2 months,Performance,Low,3,Yes,1
431,40,68258,Designer,Bachelor,Mumbai,Samsung,Samsung S9,No,,Camera,Low,1,No,0
432,26,55616,Manager,PhD,Pune,Xiaomi,Xiaomi Redmi 9,No,,Price,Low,3,Yes,0
433,21,68885,Engineer,Bachelor,Hyderabad,Realme,Realme 7,Yes,1 month,Performance,Medium,0,No,0
434,40,51120,Sales,Bachelor,Ahmedabad,Xiaomi,Xiaomi Redmi 9,No,,Battery,Low,0,Yes,0
435,49,84205,Sales,Master,Pune,OnePlus,OnePlus 8,No,,Price,High,3,Yes,0
436,55,44266,Sales,Bachelor,Jaipur,OnePlus,OnePlus 9,No,,Camera;Design,Medium,3,Yes,0
437,31,106958,Sales,Bachelor,Kolkata,Xiaomi,Xiaomi Redmi 9,Yes,3 months,Price,Low,3,No,1
438,27,52990,Doctor,Master,Mumbai,Xiaomi,Xiaomi Redmi 9,No,,Battery,Medium,1,Yes,0
439,55,58716,Teacher,PhD,Pune,Xiaomi,Xiaomi Redmi 9,Yes,,Camera;Performance,High,2,Yes,1
440,34,105020,Lawyer,Master,Hyderabad,Apple,iPhone 12,No,,Design;Performance,Low,2,Yes,0
441,55,99123,Lawyer,PhD,Bengaluru,OnePlus,OnePlus 7,Yes,,Price,High,4,Yes,1
442,57,84512,Manager,Bachelor,Jaipur,Apple,iPhone XR,No,,Battery;Camera,High,2,No,0
443,52,59113,Student,Bachelor,Hyderabad,Realme,Realme 7,Yes,6 months,Price,Medium,4,Yes,1
444,43,105645,Sales,Bachelor,Ahmedabad,Apple,iPhone 11,No,,Battery,Medium,0,Yes,0
445,37,98321,Teacher,Bachelor,Delhi,Samsung,Samsung S9,No,,Camera,High,3,Yes,0
446,46,56183,Designer,Bachelor,Hyderabad,Samsung,Samsung S10,No,,Price,High,2,Yes,0
447,27,60286,Teacher,PhD,Pune,Samsung,Samsung S10,No,,Price;Camera,Medium,2,No,0
448,45,110052,Sales,Bachelor,Hyderabad,Realme,Realme 7,Yes,,Design;Performance,Medium,3,No,0
449,43,77663,Sales,PhD,Jaipur,Realme,Realme 8,No,,Camera,Low,3,No,0
450,55,43753,Manager,PhD,Mumbai,Realme,Realme 7,No,,Design;Camera,Medium,0,No,0
451,52,73678,Student,PhD,Mumbai,Samsung,Samsung S20,No,,Camera,High,1,Yes,0
452,19,31211,Doctor,Bachelor,Lucknow,Apple,iPhone 11,No,,Performance,Medium,4,No,0
453,43,119317,Sales,Master,Ahmedabad,Realme,Realme 8,No,,Battery;Price,High,4,Yes,0
454,38,112357,Manager,Master,Lucknow,Apple,iPhone 11,No,,Battery;Performance,Medium,4,Yes,0
455,38,97847,Teacher,Master,Pune,Samsung,Samsung S9,No,,Price,Low,3,Yes,0
456,54,79990,Sales,Bachelor,Ahmedabad,Realme,Realme 8,No,,Battery;Price,Low,2,Yes,0
457,43,47948,Manager,Bachelor,Ahmedabad,Realme,Realme 7,No,,Design;Battery,Low,0,No,0
458,44,111494,Teacher,Master,Hyderabad,Samsung,Samsung S10,Yes,,Camera;Price,Medium,1,Yes,0
459,56,116551,Lawyer,Bachelor,Mumbai,Samsung,Samsung S20,No,,Performance;Price,High,2,Yes,0
460,43,89840,Lawyer,PhD,Lucknow,OnePlus,OnePlus 9,No,,Performance;Design,High,2,No,0
461,22,94994,Designer,Master,Pune,Apple,iPhone 12,No,,Camera;Battery,Low,1,Yes,0
462,32,43288,Sales,PhD,Hyderabad,Xiaomi,Xiaomi Mi 10,No,,Price;Battery,Low,3,Yes,0
463,42,88959,Teacher,PhD,Mumbai,Realme,Realme 8,No,,Battery;Design,Medium,3,No,0
464,35,80639,Engineer,Master,Kolkata,Apple,iPhone XR,Yes,1 month,Price,Medium,3,No,0
465,31,85856,Designer,Master,Hyderabad,OnePlus,OnePlus 7,No,,Camera,Low,0,No,0
466,54,119743,Student,Bachelor,Delhi,Xiaomi,Xiaomi Redmi 9,No,,Price;Camera,Low,4,Yes,0
467,50,99603,Student,Master,Jaipur,Samsung,Samsung S9,No,,Design;Performance,High,4,Yes,0
468,56,96255,Manager,Master,Bengaluru,OnePlus,OnePlus 8,No,,Camera;Price,Low,1,Yes,0
469,55,87804,Student,PhD,Mumbai,Xiaomi,Xiaomi Mi 10,No,,Price;Design,High,4,No,0
470,49,53840,Doctor,PhD,Pune,Xiaomi,Xiaomi Redmi 9,No,,Price,Medium,2,No,0
471,42,74722,Designer,PhD,Bengaluru,Samsung,Samsung S10,Yes,1 month,Camera;Design,Medium,4,Yes,0
472,42,70097,Designer,Master,Delhi,OnePlus,OnePlus 7,Yes,,Camera;Performance,Medium,1,No,0
473,28,89238,Teacher,Master,Pune,Realme,Realme 8,Yes,1 month,Camera;Performance,Medium,4,Yes,1
474,26,111171,Lawyer,Bachelor,Bengaluru,Realme,Realme 7,No,,Camera;Battery,Medium,2,Yes,0
475,59,107990,Student,Bachelor,Mumbai,OnePlus,OnePlus 7,No,,Price,Medium,4,No,0
476,22,65790,Designer,Bachelor,Delhi,Samsung,Samsung S20,No,,Design,Medium,0,Yes,0
477,19,64160,Doctor,Master,Pune,Apple,iPhone 11,No,,Design;Price,Low,1,No,0
478,39,45605,Doctor,Master,Delhi,Xiaomi,Xiaomi Redmi 9,No,,Design,Medium,4,Yes,0
479,26,95614,Student,Master,Jaipur,Realme,Realme 8,No,,Performance;Camera,Low,2,No,0
480,36,97906,Teacher,PhD,Jaipur,Xiaomi,Xiaomi Mi 10,No,,Performance,Medium,4,No,0
481,30,41560,Teacher,Bachelor,Ahmedabad,OnePlus,OnePlus 8,No,,Performance,Medium,3,Yes,0
482,58,43503,Lawyer,PhD,Pune,Apple,iPhone 11,No,,Performance;Design,High,0,Yes,0
483,20,110729,Teacher,Bachelor,Kolkata,Realme,Realme 7,Yes,,Battery,High,1,No,0
484,29,35057,Lawyer,Master,Kolkata,Realme,Realme 7,No,,Performance,Medium,0,Yes,0
485,54,77218,Student,PhD,Delhi,Samsung,Samsung S10,No,,Performance,High,4,No,0
486,38,53806,Designer,Master,Hyderabad,Apple,iPhone XR,No,,Performance;Price,High,0,Yes,0
487,30,107707,Lawyer,Bachelor,Jaipur,OnePlus,OnePlus 9,No,,Performance,Low,2,No,0
488,37,64206,Designer,Master,Mumbai,Apple,iPhone 11,Yes,2 months,Design;Price,Low,3,Yes,0
489,30,90091,Manager,Master,Hyderabad,Samsung,Samsung S20,Yes,3 months,Price;Performance,Medium,4,Yes,1
490,43,117580,Sales,Bachelor,Mumbai,Samsung,Samsung S9,Yes,6 months,Price,Medium,2,No,1
491,35,103366,Doctor,Master,Mumbai,Apple,iPhone XR,Yes,6 months,Performance,Medium,1,Yes,1
492,27,50823,Designer,PhD,Lucknow,Realme,Realme 7,No,,Camera,Low,4,No,0
493,53,53535,Engineer,Bachelor,Kolkata,OnePlus,OnePlus 7,Yes,,Design,Medium,0,No,0
494,32,45385,Engineer,Master,Lucknow,Apple,iPhone 12,Yes,,Design;Price,Low,2,Yes,0
495,35,56393,Engineer,PhD,Ahmedabad,Xiaomi,Xiaomi Mi 10,No,,Battery,High,0,No,0
496,53,108422,Manager,PhD,Chennai,Realme,Realme 7,No,,Camera,Low,3,No,0
497,55,83014,Manager,Master,Bengaluru,OnePlus,OnePlus 8,Yes,,Camera,Low,1,No,0
498,29,76157,Lawyer,PhD,Delhi,Samsung,Samsung S9,No,,Design,Low,3,Yes,0
499,40,88436,Student,Master,Ahmedabad,Samsung,Samsung S9,No,,Price,Medium,0,Yes,0
500,48,56849,Doctor,Master,Bengaluru,Xiaomi,Xiaomi Mi 10,No,,Design;Camera,Low,3,Yes,0
501,47,72399,Doctor,Master,Bengaluru,OnePlus,OnePlus 8,Yes,1 month,Design;Camera,Medium,0,No,1
502,45,40619,Sales,PhD,Chennai,Apple,iPhone 12,No,,Design,Medium,1,No,0
503,25,114085,Designer,Bachelor,Ahmedabad,Xiaomi,Xiaomi Redmi 9,No,,Design,Medium,1,Yes,0
504,51,49462,Sales,PhD,Delhi,Xiaomi,Xiaomi Redmi 9,No,,Camera;Price,Medium,3,Yes,0
